Year,Ages,N_Initial_Age,AgeSize_Mean,AgeSize_Std,Size_Classes,N_Initial_Class,ClassSize_Mean,ClassSize_Std,N_GrowthBack,Capture_Back,N_BeforePacking_AddAge0s,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort_Age,Deaths_AfterEmiMort_Size,N_GrowthOut,Capture_Out,PackingDeaths_Immigration,N_Immigration,Deaths_AfterImmiMort_Age,Deaths_AfterImmiMort_Size
42,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,2815|1553|1102|783|577|411|334|264|218|172|138|110|97|72|33|20|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,2815|1553|1102|783|577|411|334|264|218|172|138|110|97|72|33|20|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|2815|1444|1035|722|541|384|309|257|206|160|132|101|94|68|49|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|2815|1444|1035|722|541|384|309|257|206|160|132|101|94|68|49|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,2780|2815|1444|1035|722|541|384|309|257|206|160|132|101|94|68|49|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,2780|2815|1444|1035|722|541|384|309|257|206|160|132|101|94|68|49|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,13|1284|391|269|167|118|82|52|41|30|21|22|18|25|30|13|,2767|1531|1053|766|555|423|302|257|216|176|139|110|83|69|38|19|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
43,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,2767|1531|1053|766|555|423|302|257|216|176|139|110|83|69|38|19|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,2767|1531|1053|766|555|423|302|257|216|176|139|110|83|69|38|19|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|2767|1445|977|724|516|398|286|234|209|165|133|108|76|64|55|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|2767|1445|977|724|516|398|286|234|209|165|133|108|76|64|55|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,2678|2767|1445|977|724|516|398|286|234|209|165|133|108|76|64|55|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,2678|2767|1445|977|724|516|398|286|234|209|165|133|108|76|64|55|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,3|1250|390|248|170|114|78|49|34|28|18|15|24|20|19|13|,2675|1517|1055|729|554|402|320|237|200|181|147|118|84|56|45|23|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
44,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,2675|1517|1055|729|554|402|320|237|200|181|147|118|84|56|45|23|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,2675|1517|1055|729|554|402|320|237|200|181|147|118|84|56|45|23|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|2675|1421|994|691|523|382|300|224|192|172|139|112|81|54|66|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|2675|1421|994|691|523|382|300|224|192|172|139|112|81|54|66|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,2688|2675|1421|994|691|523|382|300|224|192|172|139|112|81|54|66|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,2688|2675|1421|994|691|523|382|300|224|192|172|139|112|81|54|66|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|1214|386|244|168|110|73|52|34|27|17|16|22|20|21|21|,2688|1461|1035|750|523|413|309|248|190|165|155|123|90|61|33|23|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
45,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,2688|1461|1035|750|523|413|309|248|190|165|155|123|90|61|33|23|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,2688|1461|1035|750|523|413|309|248|190|165|155|123|90|61|33|23|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|2688|1392|977|707|488|387|294|236|179|152|143|116|84|58|53|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|2688|1392|977|707|488|387|294|236|179|152|143|116|84|58|53|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,2674|2688|1392|977|707|488|387|294|236|179|152|143|116|84|58|53|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,2674|2688|1392|977|707|488|387|294|236|179|152|143|116|84|58|53|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,16|1215|375|243|161|102|73|51|33|23|19|19|17|21|24|13|,2658|1473|1017|734|546|386|314|243|203|156|133|124|99|63|34|17|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
46,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,2658|1473|1017|734|546|386|314|243|203|156|133|124|99|63|34|17|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,2658|1473|1017|734|546|386|314|243|203|156|133|124|99|63|34|17|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|2658|1369|955|695|509|360|291|224|191|146|122|119|91|61|48|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|2658|1369|955|695|509|360|291|224|191|146|122|119|91|61|48|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,2601|2658|1369|955|695|509|360|291|224|191|146|122|119|91|61|48|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,2601|2658|1369|955|695|509|360|291|224|191|146|122|119|91|61|48|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,7|1205|369|240|159|109|75|47|30|25|14|16|18|22|21|16|,2594|1453|1000|715|536|400|285|244|194|166|132|106|101|69|40|16|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
47,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,2594|1453|1000|715|536|400|285|244|194|166|132|106|101|69|40|16|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,2594|1453|1000|715|536|400|285|244|194|166|132|106|101|69|40|16|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|2594|1337|937|660|506|375|267|232|181|159|123|103|94|64|51|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|2594|1337|937|660|506|375|267|232|181|159|123|103|94|64|51|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,2520|2594|1337|937|660|506|375|267|232|181|159|123|103|94|64|51|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,2520|2594|1337|937|660|506|375|267|232|181|159|123|103|94|64|51|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,1|1184|361|242|151|106|71|48|37|19|19|17|20|23|23|16|,2519|1410|976|695|509|400|304|219|195|162|140|106|83|71|41|20|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
48,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,2519|1410|976|695|509|400|304|219|195|162|140|106|83|71|41|20|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,2519|1410|976|695|509|400|304|219|195|162|140|106|83|71|41|20|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|2519|1314|911|652|481|371|291|205|179|153|135|98|75|68|58|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|2519|1314|911|652|481|371|291|205|179|153|135|98|75|68|58|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,2467|2519|1314|911|652|481|371|291|205|179|153|135|98|75|68|58|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,2467|2519|1314|911|652|481|371|291|205|179|153|135|98|75|68|58|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,13|1130|353|219|144|96|67|51|31|18|16|15|14|22|24|17|,2454|1389|961|692|508|385|304|240|174|161|137|120|84|53|44|21|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
49,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,2454|1389|961|692|508|385|304|240|174|161|137|120|84|53|44|21|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,2454|1389|961|692|508|385|304|240|174|161|137|120|84|53|44|21|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|2454|1300|899|648|467|356|279|224|157|142|128|106|76|48|63|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|2454|1300|899|648|467|356|279|224|157|142|128|106|76|48|63|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,2438|2454|1300|899|648|467|356|279|224|157|142|128|106|76|48|63|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,2438|2454|1300|899|648|467|356|279|224|157|142|128|106|76|48|63|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,9|1107|347|218|152|96|68|46|33|22|15|14|16|21|19|18|,2429|1347|953|681|496|371|288|233|191|135|127|114|90|55|29|24|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
50,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,2429|1347|953|681|496|371|288|233|191|135|127|114|90|55|29|24|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,2429|1347|953|681|496|371|288|233|191|135|127|114|90|55|29|24|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|2429|1245|878|631|466|349|270|215|176|122|119|111|85|50|52|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|2429|1245|878|631|466|349|270|215|176|122|119|111|85|50|52|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,2365|2429|1245|878|631|466|349|270|215|176|122|119|111|85|50|52|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,2365|2429|1245|878|631|466|349|270|215|176|122|119|111|85|50|52|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,2|1086|330|214|141|93|61|49|32|19|14|15|15|24|16|12|,2363|1343|915|664|490|373|288|221|183|157|108|104|96|61|34|16|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
51,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,2363|1343|915|664|490|373|288|221|183|157|108|104|96|61|34|16|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,2363|1343|915|664|490|373|288|221|183|157|108|104|96|61|34|16|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|2363|1253|860|613|455|349|270|213|174|145|102|99|91|59|49|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|2363|1253|860|613|455|349|270|213|174|145|102|99|91|59|49|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,2372|2363|1253|860|613|455|349|270|213|174|145|102|99|91|59|49|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,2372|2363|1253|860|613|455|349|270|213|174|145|102|99|91|59|49|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,16|1059|331|209|137|91|64|39|32|23|15|17|22|25|20|13|,2356|1304|922|651|476|364|285|231|181|151|130|85|77|66|39|20|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
52,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,2356|1304|922|651|476|364|285|231|181|151|130|85|77|66|39|20|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,2356|1304|922|651|476|364|285|231|181|151|130|85|77|66|39|20|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|2356|1222|860|610|454|332|260|223|170|144|119|82|71|63|55|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|2356|1222|860|610|454|332|260|223|170|144|119|82|71|63|55|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,2355|2356|1222|860|610|454|332|260|223|170|144|119|82|71|63|55|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,2355|2356|1222|860|610|454|332|260|223|170|144|119|82|71|63|55|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,34|1052|318|210|133|91|60|44|34|19|14|7|13|17|21|17|,2321|1304|904|650|477|363|272|216|189|151|130|112|69|54|42|18|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
53,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,2321|1304|904|650|477|363|272|216|189|151|130|112|69|54|42|18|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,2321|1304|904|650|477|363|272|216|189|151|130|112|69|54|42|18|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|2321|1197|851|602|448|337|259|198|175|142|125|106|68|53|55|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|2321|1197|851|602|448|337|259|198|175|142|125|106|68|53|55|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,2327|2321|1197|851|602|448|337|259|198|175|142|125|106|68|53|55|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,2327|2321|1197|851|602|448|337|259|198|175|142|125|106|68|53|55|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,2|1044|312|208|135|95|62|40|27|26|15|19|18|18|17|15|,2325|1277|885|643|467|353|275|219|171|149|127|106|88|50|36|25|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
54,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,2325|1277|885|643|467|353|275|219|171|149|127|106|88|50|36|25|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,2325|1277|885|643|467|353|275|219|171|149|127|106|88|50|36|25|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|2325|1208|832|616|429|332|260|201|163|141|120|95|78|48|61|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|2325|1208|832|616|429|332|260|201|163|141|120|95|78|48|61|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,2333|2325|1208|832|616|429|332|260|201|163|141|120|95|78|48|61|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,2333|2325|1208|832|616|429|332|260|201|163|141|120|95|78|48|61|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,8|1040|316|206|142|93|59|47|30|24|19|15|16|16|16|13|,2325|1285|892|626|474|336|273|213|171|139|122|105|79|62|32|23|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
55,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,2325|1285|892|626|474|336|273|213|171|139|122|105|79|62|32|23|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,2325|1285|892|626|474|336|273|213|171|139|122|105|79|62|32|23|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|2325|1193|836|573|449|313|252|203|160|131|118|94|73|58|53|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|2325|1193|836|573|449|313|252|203|160|131|118|94|73|58|53|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,2268|2325|1193|836|573|449|313|252|203|160|131|118|94|73|58|53|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,2268|2325|1193|836|573|449|313|252|203|160|131|118|94|73|58|53|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|1041|312|209|126|92|55|44|32|20|16|17|14|23|24|13|,2268|1284|881|627|447|357|258|208|171|140|115|101|80|50|34|18|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
56,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,2268|1284|881|627|447|357|258|208|171|140|115|101|80|50|34|18|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,2268|1284|881|627|447|357|258|208|171|140|115|101|80|50|34|18|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|2268|1213|827|589|425|330|243|201|161|130|108|97|70|49|48|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|2268|1213|827|589|425|330|243|201|161|130|108|97|70|49|48|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,2257|2268|1213|827|589|425|330|243|201|161|130|108|97|70|49|48|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,2257|2268|1213|827|589|425|330|243|201|161|130|108|97|70|49|48|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,12|1014|323|205|129|88|57|43|31|21|12|11|15|20|16|14|,2245|1254|890|622|460|337|273|200|170|140|118|97|82|50|33|18|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
57,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,2245|1254|890|622|460|337|273|200|170|140|118|97|82|50|33|18|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,2245|1254|890|622|460|337|273|200|170|140|118|97|82|50|33|18|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|2245|1157|834|586|436|316|252|190|158|132|111|90|80|48|48|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|2245|1157|834|586|436|316|252|190|158|132|111|90|80|48|48|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,2227|2245|1157|834|586|436|316|252|190|158|132|111|90|80|48|48|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,2227|2245|1157|834|586|436|316|252|190|158|132|111|90|80|48|48|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,8|1002|303|196|137|91|55|41|26|21|17|16|20|21|14|14|,2219|1243|854|638|449|345|261|211|164|137|115|95|70|59|34|16|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
58,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,2219|1243|854|638|449|345|261|211|164|137|115|95|70|59|34|16|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,2219|1243|854|638|449|345|261|211|164|137|115|95|70|59|34|16|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|2219|1171|799|594|427|314|247|195|155|125|110|89|64|55|46|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|2219|1171|799|594|427|314|247|195|155|125|110|89|64|55|46|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,2183|2219|1171|799|594|427|314|247|195|155|125|110|89|64|55|46|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,2183|2219|1171|799|594|427|314|247|195|155|125|110|89|64|55|46|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,23|998|309|192|134|89|59|44|28|17|16|11|11|15|20|14|,2160|1221|862|607|460|338|255|203|167|138|109|99|78|49|35|17|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
