Year,Ages,N_Initial_Age,AgeSize_Mean,AgeSize_Std,Size_Classes,N_Initial_Class,ClassSize_Mean,ClassSize_Std,N_GrowthBack,Capture_Back,N_BeforePacking_AddAge0s,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort_Age,Deaths_AfterEmiMort_Size,N_GrowthOut,Capture_Out,PackingDeaths_Immigration,N_Immigration,Deaths_AfterImmiMort_Age,Deaths_AfterImmiMort_Size
48,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,2556|1416|993|710|505|389|285|236|181|151|121|108|79|64|40|23|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,2556|1416|993|710|505|389|285|236|181|151|121|108|79|64|40|23|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|2556|1333|930|658|474|366|272|222|171|142|118|102|73|54|58|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|2556|1333|930|658|474|366|272|222|171|142|118|102|73|54|58|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,2503|2556|1333|930|658|474|366|272|222|171|142|118|102|73|54|58|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,2503|2556|1333|930|658|474|366|272|222|171|142|118|102|73|54|58|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|1151|353|228|151|99|69|48|33|23|18|17|19|20|15|15|,2503|1405|980|702|507|375|297|224|189|148|124|101|83|53|39|22|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
49,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,2503|1405|980|702|507|375|297|224|189|148|124|101|83|53|39|22|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,2503|1405|980|702|507|375|297|224|189|148|124|101|83|53|39|22|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|2503|1314|908|659|473|346|273|211|174|139|116|87|78|50|56|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|2503|1314|908|659|473|346|273|211|174|139|116|87|78|50|56|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,2452|2503|1314|908|659|473|346|273|211|174|139|116|87|78|50|56|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,2452|2503|1314|908|659|473|346|273|211|174|139|116|87|78|50|56|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,5|1126|346|229|151|98|65|44|36|22|16|16|14|21|24|17|,2447|1377|968|679|508|375|281|229|175|152|123|100|73|57|26|18|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
50,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,2447|1377|968|679|508|375|281|229|175|152|123|100|73|57|26|18|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,2447|1377|968|679|508|375|281|229|175|152|123|100|73|57|26|18|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|2447|1288|923|626|477|345|257|209|160|137|117|92|66|51|40|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|2447|1288|923|626|477|345|257|209|160|137|117|92|66|51|40|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,2393|2447|1288|923|626|477|345|257|209|160|137|117|92|66|51|40|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,2393|2447|1288|923|626|477|345|257|209|160|137|117|92|66|51|40|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,7|1101|344|226|143|100|64|49|30|21|12|16|18|17|16|10|,2386|1346|944|697|483|377|281|208|179|139|125|101|74|49|35|13|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
51,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,2386|1346|944|697|483|377|281|208|179|139|125|101|74|49|35|13|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,2386|1346|944|697|483|377|281|208|179|139|125|101|74|49|35|13|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|2386|1247|884|638|455|353|262|193|169|129|117|95|68|46|45|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|2386|1247|884|638|455|353|262|193|169|129|117|95|68|46|45|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,2323|2386|1247|884|638|455|353|262|193|169|129|117|95|68|46|45|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,2323|2386|1247|884|638|455|353|262|193|169|129|117|95|68|46|45|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|1068|327|212|145|96|67|48|22|24|14|16|17|17|16|13|,2323|1318|920|672|493|359|286|214|171|145|115|101|78|51|30|21|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
52,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,2323|1318|920|672|493|359|286|214|171|145|115|101|78|51|30|21|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,2323|1318|920|672|493|359|286|214|171|145|115|101|78|51|30|21|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|2323|1229|854|614|461|327|270|205|161|132|109|90|74|46|47|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|2323|1229|854|614|461|327|270|205|161|132|109|90|74|46|47|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,2265|2323|1229|854|614|461|327|270|205|161|132|109|90|74|46|47|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,2265|2323|1229|854|614|461|327|270|205|161|132|109|90|74|46|47|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,14|1038|325|209|134|95|61|49|34|20|12|16|14|19|22|14|,2251|1285|904|645|480|366|266|221|171|141|120|93|76|55|24|15|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
53,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,2251|1285|904|645|480|366|266|221|171|141|120|93|76|55|24|15|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,2251|1285|904|645|480|366|266|221|171|141|120|93|76|55|24|15|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|2251|1189|843|601|442|341|252|204|166|133|112|87|70|50|37|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|2251|1189|843|601|442|341|252|204|166|133|112|87|70|50|37|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,2224|2251|1189|843|601|442|341|252|204|166|133|112|87|70|50|37|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,2224|2251|1189|843|601|442|341|252|204|166|133|112|87|70|50|37|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,9|1008|309|207|132|89|67|44|22|23|13|10|11|15|23|10|,2215|1243|880|636|469|353|274|208|182|143|120|102|76|55|27|13|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
54,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,2215|1243|880|636|469|353|274|208|182|143|120|102|76|55|27|13|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,2215|1243|880|636|469|353|274|208|182|143|120|102|76|55|27|13|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|2215|1158|820|602|437|329|257|190|173|127|113|94|72|52|35|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|2215|1158|820|602|437|329|257|190|173|127|113|94|72|52|35|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,2180|2215|1158|820|602|437|329|257|190|173|127|113|94|72|52|35|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,2180|2215|1158|820|602|437|329|257|190|173|127|113|94|72|52|35|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,12|990|296|202|131|82|58|44|31|22|16|22|20|14|19|12|,2168|1225|862|618|471|355|271|213|159|151|111|91|74|58|33|14|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
55,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,2168|1225|862|618|471|355|271|213|159|151|111|91|74|58|33|14|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,2168|1225|862|618|471|355|271|213|159|151|111|91|74|58|33|14|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|2168|1140|803|574|444|328|254|198|154|144|105|90|72|53|44|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|2168|1140|803|574|444|328|254|198|154|144|105|90|72|53|44|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,2175|2168|1140|803|574|444|328|254|198|154|144|105|90|72|53|44|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,2175|2168|1140|803|574|444|328|254|198|154|144|105|90|72|53|44|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,7|963|290|191|125|90|64|38|32|20|19|16|15|17|21|13|,2168|1205|850|612|449|354|264|216|166|134|125|89|75|55|32|17|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
56,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,2168|1205|850|612|449|354|264|216|166|134|125|89|75|55|32|17|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,2168|1205|850|612|449|354|264|216|166|134|125|89|75|55|32|17|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|2168|1116|789|568|420|335|251|202|153|125|117|82|69|51|48|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|2168|1116|789|568|420|335|251|202|153|125|117|82|69|51|48|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,2153|2168|1116|789|568|420|335|251|202|153|125|117|82|69|51|48|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,2153|2168|1116|789|568|420|335|251|202|153|125|117|82|69|51|48|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|962|288|189|129|88|62|37|32|18|18|15|15|15|16|11|,2153|1206|828|600|439|332|273|214|170|135|107|102|67|54|35|20|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
57,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,2153|1206|828|600|439|332|273|214|170|135|107|102|67|54|35|20|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,2153|1206|828|600|439|332|273|214|170|135|107|102|67|54|35|20|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|2153|1130|764|557|409|312|260|198|157|126|100|88|62|50|50|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|2153|1130|764|557|409|312|260|198|157|126|100|88|62|50|50|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,2120|2153|1130|764|557|409|312|260|198|157|126|100|88|62|50|50|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,2120|2153|1130|764|557|409|312|260|198|157|126|100|88|62|50|50|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,14|958|292|182|124|84|56|43|30|21|7|16|14|17|18|9|,2106|1195|838|582|433|325|256|217|168|136|119|84|74|45|32|22|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
58,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,2106|1195|838|582|433|325|256|217|168|136|119|84|74|45|32|22|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,2106|1195|838|582|433|325|256|217|168|136|119|84|74|45|32|22|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|2106|1116|783|545|403|296|235|203|156|128|109|74|70|40|48|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|2106|1116|783|545|403|296|235|203|156|128|109|74|70|40|48|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,2051|2106|1116|783|545|403|296|235|203|156|128|109|74|70|40|48|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,2051|2106|1116|783|545|403|296|235|203|156|128|109|74|70|40|48|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,3|931|287|188|116|84|50|38|26|22|6|14|16|19|13|15|,2048|1175|829|595|429|319|246|197|177|134|122|95|58|51|27|12|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
59,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,2048|1175|829|595|429|319|246|197|177|134|122|95|58|51|27|12|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,2048|1175|829|595|429|319|246|197|177|134|122|95|58|51|27|12|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|2048|1080|775|554|411|302|223|180|162|128|110|91|53|50|36|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|2048|1080|775|554|411|302|223|180|162|128|110|91|53|50|36|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,2038|2048|1080|775|554|411|302|223|180|162|128|110|91|53|50|36|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,2038|2048|1080|775|554|411|302|223|180|162|128|110|91|53|50|36|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,14|903|277|191|124|83|49|31|24|16|14|17|14|15|21|13|,2024|1145|803|584|430|328|253|192|156|146|114|93|77|38|29|12|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
60,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,2024|1145|803|584|430|328|253|192|156|146|114|93|77|38|29|12|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,2024|1145|803|584|430|328|253|192|156|146|114|93|77|38|29|12|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|2024|1067|747|539|394|302|229|175|146|127|106|84|71|33|38|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|2024|1067|747|539|394|302|229|175|146|127|106|84|71|33|38|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,2007|2024|1067|747|539|394|302|229|175|146|127|106|84|71|33|38|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,2007|2024|1067|747|539|394|302|229|175|146|127|106|84|71|33|38|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,7|892|274|171|116|75|54|37|25|16|11|11|13|15|10|13|,2000|1132|793|576|423|319|248|192|150|130|116|95|71|56|23|15|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
61,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,2000|1132|793|576|423|319|248|192|150|130|116|95|71|56|23|15|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,2000|1132|793|576|423|319|248|192|150|130|116|95|71|56|23|15|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|2000|1034|726|535|389|288|232|174|134|119|106|91|64|51|34|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|2000|1034|726|535|389|288|232|174|134|119|106|91|64|51|34|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,1929|2000|1034|726|535|389|288|232|174|134|119|106|91|64|51|34|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,1929|2000|1034|726|535|389|288|232|174|134|119|106|91|64|51|34|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,14|884|262|172|117|71|47|35|25|18|9|12|13|12|18|10|,1915|1116|772|554|418|318|241|197|149|116|110|94|78|52|33|10|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
62,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,1915|1116|772|554|418|318|241|197|149|116|110|94|78|52|33|10|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,1915|1116|772|554|418|318|241|197|149|116|110|94|78|52|33|10|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|1915|1025|711|512|377|284|221|180|133|108|105|86|65|47|43|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|1915|1025|711|512|377|284|221|180|133|108|105|86|65|47|43|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,1892|1915|1025|711|512|377|284|221|180|133|108|105|86|65|47|43|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,1892|1915|1025|711|512|377|284|221|180|133|108|105|86|65|47|43|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,14|848|259|168|110|72|47|35|28|16|6|16|10|9|18|11|,1878|1067|766|543|402|305|237|186|152|117|102|89|76|56|29|22|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
63,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,1878|1067|766|543|402|305|237|186|152|117|102|89|76|56|29|22|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,1878|1067|766|543|402|305|237|186|152|117|102|89|76|56|29|22|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|1878|997|707|499|359|276|217|176|139|108|93|80|70|51|47|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|1878|997|707|499|359|276|217|176|139|108|93|80|70|51|47|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,1862|1878|997|707|499|359|276|217|176|139|108|93|80|70|51|47|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,1862|1878|997|707|499|359|276|217|176|139|108|93|80|70|51|47|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,7|824|255|169|104|69|46|37|25|17|9|12|7|18|16|10|,1855|1054|742|538|395|290|230|180|151|122|99|81|73|52|35|17|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
64,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,1855|1054|742|538|395|290|230|180|151|122|99|81|73|52|35|17|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,1855|1054|742|538|395|290|230|180|151|122|99|81|73|52|35|17|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|1855|953|679|499|365|262|214|168|136|113|94|75|67|47|46|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|1855|953|679|499|365|262|214|168|136|113|94|75|67|47|46|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,1811|1855|953|679|499|365|262|214|168|136|113|94|75|67|47|46|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,1811|1855|953|679|499|365|262|214|168|136|113|94|75|67|47|46|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|816|239|160|107|71|47|31|23|18|10|13|11|19|15|13|,1811|1039|714|519|392|294|215|183|145|118|103|81|64|48|32|18|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
